SERIES,CNTRY,TRN,AGG,UNIT,REF,CODE,COUNTRY,SUB-CHAPTER,TITLE,UNIT.1,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
HRV.1.0.99.0.UQND,HRV,1.0,0.0,99.0,0.0,UQND,Croatia,"03 Operating surplus, total economy",Net operating surplus: total economy :- Adjusted for imputed compensation of self-employed ,Mrd ECU/EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96639,1.11067,1.11004,0.5799,-0.02978,-0.34541,0.23204,0.23738,0.23735,0.76609,2.1253,2.72223,3.38341,3.96011,2.40149,2.52345,3.34707,3.60593,4.37351,4.74414,5.02947,5.88148,6.66807,6.51661,7.34596,5.34901,8.25199,10.61023,12.24285,11.69694,12.17313,12.41962
ITA.1.0.99.0.UQND,ITA,1.0,0.0,99.0,0.0,UQND,Italy,"03 Operating surplus, total economy",Net operating surplus: total economy :- Adjusted for imputed compensation of self-employed ,Mrd ECU/EUR,5.5206,6.7498,7.6165,7.3411,7.0921,8.3681,10.4818,11.6841,14.2678,17.5614,16.9434,15.3291,17.0574,19.5881,22.8606,19.9833,24.5774,25.7371,30.6908,40.6278,50.0021,48.3092,54.7453,59.9027,76.0833,85.1057,104.7622,112.118,123.3557,142.1793,143.1527,146.3055,144.8209,129.8543,151.1862,164.3467,185.4697,189.2471,189.9865,198.8667,223.1756,243.9895,241.2431,239.0901,244.5727,241.701,240.0291,251.5952,243.4351,196.4622,191.9001,202.9588,169.6263,177.828,183.5033,188.0034,223.9732,234.5456,236.4042,232.1516,203.9897,247.0105,303.3457,350.8878,318.4788,314.7248,325.7991
CYP.1.0.99.0.UQND,CYP,1.0,0.0,99.0,0.0,UQND,Cyprus,"03 Operating surplus, total economy",Net operating surplus: total economy :- Adjusted for imputed compensation of self-employed ,Mrd ECU/EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69027,1.70067,1.80178,2.15121,2.43166,2.66077,2.96898,2.85365,2.57843,2.80265,2.72026,3.0226,3.29613,3.81394,3.34583,3.72228,3.89181,3.70505,3.63175,3.47125,3.89563,4.51657,4.81682,5.17787,5.45377,5.26592,6.98595,7.70144,8.07313,8.63966,9.39562,10.11294
LVA.1.0.99.0.UQND,LVA,1.0,0.0,99.0,0.0,UQND,Latvia,"03 Operating surplus, total economy",Net operating surplus: total economy :- Adjusted for imputed compensation of self-employed ,Mrd ECU/EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.637382,0.369358,0.345275,0.532972,0.47913,0.728171,0.896583,1.030698,1.599308,1.989844,2.485338,2.498456,2.921528,3.255279,3.623019,4.461982,4.189164,3.16432,3.523504,4.002105,4.769769,4.461886,4.248814,3.785969,3.588494,3.827665,3.880971,3.745045,3.045554,4.854126,4.634558,3.8696,2.052095,1.891438,1.959186
LTU.1.0.99.0.UQND,LTU,1.0,0.0,99.0,0.0,UQND,Lithuania,"03 Operating surplus, total economy",Net operating surplus: total economy :- Adjusted for imputed compensation of self-employed ,Mrd ECU/EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91077,,1.15841,1.51233,1.91761,2.08997,1.9531,3.11444,3.72618,4.08396,4.55999,5.17135,6.04346,6.34653,8.23817,9.10321,6.73602,7.95741,9.98135,10.9372,11.2739,11.35078,10.80383,10.27725,11.47797,12.60178,12.49504,12.59087,13.73006,17.06964,16.58011,15.27336,15.8663,16.36073
LUX.1.0.99.0.UQND,LUX,1.0,0.0,99.0,0.0,UQND,Luxembourg,"03 Operating surplus, total economy",Net operating surplus: total economy :- Adjusted for imputed compensation of self-employed ,Mrd ECU/EUR,0.30092,0.27563,0.29631,0.31187,0.34382,0.33949,0.35507,0.33455,0.40259,0.54131,0.62787,0.48682,0.56872,0.82509,1.05533,0.37461,0.67907,0.51446,0.70248,0.79786,0.72619,0.69519,0.9441,1.04605,1.25241,1.32092,1.66288,1.5843,2.03358,2.41569,2.55486,2.94621,2.77067,3.25271,3.74277,3.94354,4.10471,4.53652,4.49735,5.53164,6.17803,5.77898,5.7978,6.3191,6.88797,7.34067,9.61078,10.90821,11.76714,10.21596,12.23008,11.92613,12.72461,13.63687,14.41177,16.08534,16.51254,15.92298,15.02591,15.06018,15.81055,18.8573,19.10144,18.51751,19.76493,20.87198,22.03163
HUN.1.0.99.0.UQND,HUN,1.0,0.0,99.0,0.0,UQND,Hungary,"03 Operating surplus, total economy",Net operating surplus: total economy :- Adjusted for imputed compensation of self-employed ,Mrd ECU/EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.50671,5.77954,7.32308,7.89612,8.12173,8.38302,10.85547,14.82806,14.18556,16.16194,18.02677,19.41557,20.66194,21.60377,17.9074,19.08331,19.97114,17.78968,20.27902,23.38697,25.85299,26.10289,28.4362,31.35702,33.26191,29.33228,35.33652,36.73739,43.60858,37.35879,37.10556,38.95484
MLT.1.0.99.0.UQND,MLT,1.0,0.0,99.0,0.0,UQND,Malta,"03 Operating surplus, total economy",Net operating surplus: total economy :- Adjusted for imputed compensation of self-employed ,Mrd ECU/EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.567904,0.603237,0.70109,0.822393,0.847345,1.039923,0.960806,1.07856,1.146174,1.129064,1.211741,1.229767,1.398685,1.5948,1.507325,1.811066,1.682848,1.887065,2.190943,2.574103,3.290105,3.315247,4.199861,4.267996,4.361693,4.37889,5.776676,6.210118,7.305328,7.455789,7.81039,8.406153
NLD.1.0.99.0.UQND,NLD,1.0,0.0,99.0,0.0,UQND,Netherlands,"03 Operating surplus, total economy",Net operating surplus: total economy :- Adjusted for imputed compensation of self-employed ,Mrd ECU/EUR,3.1722,3.0554,3.1531,3.1589,3.7719,4.0691,3.8377,4.3508,5.1309,5.8707,5.9452,6.1647,6.9232,8.182,11.2567,8.8732,12.7133,12.7528,14.1535,14.272,16.3237,19.7112,20.9876,24.8992,32.312,33.1524,32.9806,29.6247,32.3034,38.3904,39.7595,40.6544,39.5032,38.6217,46.6335,51.6884,54.2379,61.1704,67.3456,69.0516,74.5255,80.6322,80.7956,79.7241,85.273,94.1893,108.6896,117.9113,118.4323,93.6188,101.4813,102.3212,97.6961,96.9502,98.0691,112.1242,111.3732,122.1435,126.3377,133.03,121.9198,156.0091,190.4348,205.2804,206.9844,216.4341,225.2934
AUT.1.0.99.0.UQND,AUT,1.0,0.0,99.0,0.0,UQND,Austria,"03 Operating surplus, total economy",Net operating surplus: total economy :- Adjusted for imputed compensation of self-employed ,Mrd ECU/EUR,0.50412,0.5668,0.49229,0.53203,0.57015,0.59428,0.65214,0.60045,0.71476,0.93102,1.37728,1.26835,1.61855,1.63656,2.12528,1.33823,2.21372,2.71332,2.02666,3.6618,3.77983,3.48878,5.58053,7.86735,7.63558,8.57554,9.99005,10.67911,11.72798,13.24045,14.82829,15.50575,15.17065,14.91876,15.77758,20.97924,21.24751,22.38014,24.13657,25.35986,28.50759,30.09783,30.90886,32.05084,35.93948,40.52637,44.87304,49.74613,47.06183,38.52306,40.41221,44.03957,42.26853,39.75445,40.93398,44.15006,47.61338,49.51937,52.58691,51.51845,49.62205,54.59856,58.96834,53.46941,43.72691,43.63067,44.94705
POL.1.0.99.0.UQND,POL,1.0,0.0,99.0,0.0,UQND,Poland,"03 Operating surplus, total economy",Net operating surplus: total economy :- Adjusted for imputed compensation of self-employed ,Mrd ECU/EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3253,17.744,19.847,23.7468,24.76,32.966,32.8982,36.1155,36.723,48.2252,59.595,70.0703,81.1241,91.9046,90.1847,96.9044,107.5921,111.9559,111.3357,117.3501,127.3273,119.0371,128.4089,135.8214,145.7347,149.3668,158.2817,198.3012,215.9956,214.6178,236.5862,249.853
PRT.1.0.99.0.UQND,PRT,1.0,0.0,99.0,0.0,UQND,Portugal,"03 Operating surplus, total economy",Net operating surplus: total economy :- Adjusted for imputed compensation of self-employed ,Mrd ECU/EUR,0.47482,0.34067,0.58877,0.3974,0.40413,0.66689,0.53131,0.44774,0.43427,0.20388,0.1268,0.38053,0.53395,0.75925,-0.04581,-1.7919,-1.61885,-0.5992,0.43077,1.70838,3.05255,3.91529,2.77611,4.71306,7.74189,7.63812,6.94471,7.36343,8.80557,9.89049,12.19922,12.51112,11.97853,11.71094,13.70184,12.92421,12.91156,14.21604,15.13131,16.54718,16.45027,16.89017,17.6252,18.11924,20.00504,19.5999,22.09327,26.07463,24.97732,24.64378,25.98154,25.4255,26.07225,28.31403,29.74279,32.11417,33.77888,34.08723,33.099,33.23351,23.86696,25.55671,30.51197,35.36421,35.26484,37.05594,40.23552
ROM.1.0.99.0.UQND,ROM,1.0,0.0,99.0,0.0,UQND,Romania,"03 Operating surplus, total economy",Net operating surplus: total economy :- Adjusted for imputed compensation of self-employed ,Mrd ECU/EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1581,2.5485,5.5907,0.629,2.017,-0.7829,-2.7485,2.895,3.1168,9.764,8.9909,14.8121,30.7153,32.8011,31.0108,28.9574,35.1451,35.9643,33.8079,34.7543,41.1719,39.1322,43.9965,49.3942,54.4353,51.7746,59.6349,74.5132,101.9808,105.0149,108.0992,112.8222
SVN.1.0.99.0.UQND,SVN,1.0,0.0,99.0,0.0,UQND,Slovenia,"03 Operating surplus, total economy",Net operating surplus: total economy :- Adjusted for imputed compensation of self-employed ,Mrd ECU/EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.444831,0.558363,1.087614,1.252494,1.539462,1.378932,1.490401,1.78292,2.163648,2.185535,2.230649,2.933613,3.978154,4.155825,2.476025,1.864272,2.074297,1.516654,1.519664,2.027875,2.196143,2.299148,3.012965,3.396621,3.351507,3.015631,3.115014,2.632426,4.794574,3.179219,3.437748,3.943334
SVK.1.0.99.0.UQND,SVK,1.0,0.0,99.0,0.0,UQND,Slovakia,"03 Operating surplus, total economy",Net operating surplus: total economy :- Adjusted for imputed compensation of self-employed ,Mrd ECU/EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06925,2.50994,3.09972,3.3815,3.58856,4.21262,5.21411,5.75488,6.64259,8.74804,9.85117,12.70526,16.42806,19.59438,15.79534,18.99171,19.54649,20.58889,20.2741,20.55265,21.74655,20.70925,19.96303,20.87537,20.11369,18.72423,22.01283,21.71146,30.85276,31.57105,31.1882,32.23017
FIN.1.0.99.0.UQND,FIN,1.0,0.0,99.0,0.0,UQND,Finland,"03 Operating surplus, total economy",Net operating surplus: total economy :- Adjusted for imputed compensation of self-employed ,Mrd ECU/EUR,0.61778,0.80661,0.75636,0.77997,0.83585,0.86462,0.80688,0.80688,0.9985,1.56903,1.73353,1.41889,1.61137,2.049,3.05805,2.20862,2.15142,2.14167,2.92568,4.04395,4.27341,4.28063,5.51333,6.34019,7.38605,7.06709,7.21967,6.76742,8.96738,10.46228,8.33548,3.18141,4.00336,6.58788,10.23788,15.48681,14.77046,17.92072,21.12166,22.23046,25.50785,28.08257,27.98579,27.60637,29.85812,29.18772,30.54662,36.91735,35.11922,23.1772,25.67197,25.66483,22.17115,22.49288,23.69038,25.84518,27.37325,34.5151,33.90524,33.48792,34.53595,35.17358,37.54592,35.93563,36.77917,39.49272,42.09148
SWE.1.0.99.0.UQND,SWE,1.0,0.0,99.0,0.0,UQND,Sweden,"03 Operating surplus, total economy",Net operating surplus: total economy :- Adjusted for imputed compensation of self-employed ,Mrd ECU/EUR,2.60107,2.64211,2.50062,2.54921,3.05143,3.24638,3.16382,3.50666,3.6316,4.23362,5.31471,4.72981,5.5772,7.10061,9.24474,10.70301,10.20997,8.21415,9.88548,12.0697,14.35208,15.58042,18.25107,19.85539,25.31001,26.51488,26.52337,26.74483,30.51384,31.96728,29.13215,30.52637,33.45917,30.92917,36.12526,42.70674,41.12306,41.73994,40.77553,41.4541,43.3358,35.78682,37.77272,41.35873,46.28856,46.85065,54.52659,55.38713,46.16736,34.12815,52.20097,58.69555,51.06316,50.09648,51.713,60.26795,57.51278,55.96759,51.67003,58.58039,60.51948,73.24253,69.75661,65.10945,63.43058,62.80895,66.6621
GBR.1.0.99.0.UQND,GBR,1.0,0.0,99.0,0.0,UQND,United Kingdom,"03 Operating surplus, total economy",Net operating surplus: total economy :- Adjusted for imputed compensation of self-employed ,Mrd ECU/EUR,10.4569,10.2102,10.5653,10.4793,11.7969,12.8039,12.8691,13.5284,14.6983,17.1208,19.6096,22.6952,25.7661,27.7759,23.1133,18.439,22.6732,33.5688,40.4436,49.821,55.1366,67.9931,86.7776,104.3241,111.7756,131.7135,120.5379,138.093,165.1213,176.7527,173.5844,171.387,171.5226,188.0648,224.8136,221.201,262.4338,313.2696,339.1752,329.0973,357.9753,341.8327,364.4229,347.1078,353.4265,380.5129,389.6629,378.5233,347.8827,270.8801,286.3616,292.5641,327.3558,323.9219,378.1323,431.168,388.125,386.66,389.8553,393.3984,391.3477,446.6167,501.5584,545.4829,556.7658,584.8699,618.8408
MKD.1.0.99.0.UQND,MKD,1.0,0.0,99.0,0.0,UQND,North Macedonia,"03 Operating surplus, total economy",Net operating surplus: total economy :- Adjusted for imputed compensation of self-employed ,Mrd ECU/EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.106748,1.182146,1.697654,1.640785,1.935418,2.074611,2.136525,2.429087,2.757609,2.716021,,,,,,
SRB.1.0.99.0.UQND,SRB,1.0,0.0,99.0,0.0,UQND,Serbia,"03 Operating surplus, total economy",Net operating surplus: total economy :- Adjusted for imputed compensation of self-employed ,Mrd ECU/EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.800513,5.387048,5.119515,5.248162,5.542903,5.069695,4.436072,6.136445,7.175017,,,,
TUR.1.0.99.0.UQND,TUR,1.0,0.0,99.0,0.0,UQND,Turkey,"03 Operating surplus, total economy",Net operating surplus: total economy :- Adjusted for imputed compensation of self-employed ,Mrd ECU/EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.665,167.1548,184.4043,202.1869,216.477,216.8264,236.8079,208.252,224.5575,199.3352,192.0543,195.3639,245.954,327.7815,,,,
ISL.1.0.99.0.UQND,ISL,1.0,0.0,99.0,0.0,UQND,Iceland,"03 Operating surplus, total economy",Net operating surplus: total economy :- Adjusted for imputed compensation of self-employed ,Mrd ECU/EUR,,,,,,,,,,,0.037711,0.056037,0.081787,0.059323,0.032753,0.046699,0.10162,0.117039,0.081323,0.069062,0.125372,0.164579,0.114625,0.306807,0.491972,0.355525,0.412932,0.37735,0.301218,0.399463,0.491124,0.4224,0.51983,0.694474,0.823937,0.739476,0.841313,1.170583,1.249301,1.06685,1.183212,1.464504,1.498415,1.415901,1.598298,1.517693,1.410659,1.567023,2.016593,2.099417,2.150015,2.142727,2.121074,2.247459,2.326419,2.976609,3.507932,3.336309,3.213652,3.575378,2.724758,3.380568,4.828547,4.807235,5.760349,6.766002,7.729678
NOR.1.0.99.0.UQND,NOR,1.0,0.0,99.0,0.0,UQND,Norway,"03 Operating surplus, total economy",Net operating surplus: total economy :- Adjusted for imputed compensation of self-employed ,Mrd ECU/EUR,1.0092,1.1173,1.0183,1.1045,1.2644,1.4327,1.3696,1.2537,1.4243,1.548,1.8498,1.7751,1.975,2.6006,3.5603,3.6366,4.0003,4.3198,4.7925,6.5066,9.9351,12.5416,13.7904,15.4057,19.2319,20.2241,12.5987,11.4547,11.386,16.2975,18.5839,20.3076,19.9009,21.2533,21.9791,24.4628,29.4477,32.5469,24.7473,29.8105,52.7315,53.3461,51.0485,52.1195,61.5919,80.263,92.3293,89.9143,103.4122,69.7204,87.8259,102.0577,113.1078,107.3469,95.6669,75.8851,65.7856,78.7734,89.5824,75.381,53.4045,122.0385,236.7825,,,,
CHE.1.0.99.0.UQND,CHE,1.0,0.0,99.0,0.0,UQND,Switzerland,"03 Operating surplus, total economy",Net operating surplus: total economy :- Adjusted for imputed compensation of self-employed ,Mrd ECU/EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.43965,22.90158,25.55282,32.3257,32.80871,33.42886,32.77265,35.37269,32.07779,36.9544,32.2151,26.68168,28.0851,34.0178,38.28115,46.45037,48.85043,50.07354,37.34755,51.4911,54.17513,57.11786,52.88686,54.95043,61.32408,63.3735,60.63388,68.1962,64.5927,53.32149,76.4701,85.44353,74.95767,78.41281,80.82309,86.27377
AUS.1.0.99.0.UQND,AUS,1.0,0.0,99.0,0.0,UQND,Australia,"03 Operating surplus, total economy",Net operating surplus: total economy :- Adjusted for imputed compensation of self-employed ,Mrd ECU/EUR,3.4516,3.3446,3.8106,4.5415,4.3562,4.0482,4.9922,5.1683,6.5814,7.3417,7.1253,7.5407,8.9593,11.0364,8.9118,9.1258,11.7088,10.0058,14.1485,15.3435,16.7508,21.3239,17.6582,29.012,35.2734,31.5673,25.1556,29.8416,40.0117,45.4489,35.235,36.2063,36.798,39.58,44.4367,44.7098,49.9007,58.7678,51.5537,62.4609,65.9592,71.5688,74.3669,85.0752,95.0587,110.6338,119.9536,135.0526,153.4062,148.8841,206.6624,237.1218,251.904,232.4165,203.4031,187.4965,229.1155,243.5564,251.5937,267.0725,300.2625,349.5158,,,,,
CAN.1.0.99.0.UQND,CAN,1.0,0.0,99.0,0.0,UQND,Canada,"03 Operating surplus, total economy",Net operating surplus: total economy :- Adjusted for imputed compensation of self-employed ,Mrd ECU/EUR,5.383,4.8101,5.4944,6.6432,7.5378,8.3801,10.0956,8.6111,11.1191,11.191,14.5835,15.8147,18.7399,24.5708,32.5597,32.9505,41.0603,38.2211,40.1206,46.5146,52.2527,,,,,,,,,,,56.8616,49.5338,59.3017,69.2071,71.4197,76.9438,88.3337,77.4681,98.4281,141.397,144.1508,139.4835,149.6164,163.9827,193.9638,210.5221,207.4858,209.3411,146.5508,213.7591,243.812,252.6159,244.5375,248.4412,211.2728,216.5709,251.3967,249.9634,263.2522,264.1889,338.8058,,,,,
JPN.1.0.99.0.UQND,JPN,1.0,0.0,99.0,0.0,UQND,Japan,"03 Operating surplus, total economy",Net operating surplus: total economy :- Adjusted for imputed compensation of self-employed ,Mrd ECU/EUR,,,,,,,,,,,,,,,,,,,,,59.9488,77.8262,81.7462,97.1609,133.7153,197.497,236.8933,223.5711,300.2026,334.9917,300.7959,327.1024,288.9535,335.3968,330.1696,361.0182,373.9255,321.2936,266.0819,314.7876,482.6918,469.7547,483.7145,475.9423,491.3465,457.6241,414.5046,387.127,326.4772,293.3666,477.9369,454.3938,540.272,472.0735,424.2261,526.2608,586.3691,568.1857,482.4323,460.113,326.5054,321.8777,267.6046,346.8687,305.998,336.9153,352.7532
KOR.1.0.99.0.UQND,KOR,1.0,0.0,99.0,0.0,UQND,Korea,"03 Operating surplus, total economy",Net operating surplus: total economy :- Adjusted for imputed compensation of self-employed ,Mrd ECU/EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0452,56.1888,60.1689,74.9716,57.3862,61.5491,105.6024,102.0634,103.1697,111.1118,115.8799,142.8329,151.8551,167.4496,152.315,112.068,82.3302,104.5337,,,,,
NZL.1.0.99.0.UQND,NZL,1.0,0.0,99.0,0.0,UQND,New Zealand,"03 Operating surplus, total economy",Net operating surplus: total economy :- Adjusted for imputed compensation of self-employed ,Mrd ECU/EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6174,5.67866,7.30829,7.4989,6.61668,6.62066,6.26415,8.54785,10.03979,10.99771,12.13733,13.59085,11.20807,13.62344,15.00427,15.7696,16.73463,18.8503,20.22912,20.89204,19.25646,22.65147,18.09859,17.46911,23.08636,25.31161,27.66321,33.33693,34.07735,35.53942,35.48625,39.02055,35.61163,39.09817,38.77711,42.45045,,,,,
USA.1.0.99.0.UQND,USA,1.0,0.0,99.0,0.0,UQND,United States,"03 Operating surplus, total economy",Net operating surplus: total economy :- Adjusted for imputed compensation of self-employed ,Mrd ECU/EUR,86.576,90.865,101.344,110.172,120.436,137.186,149.688,151.575,167.85,171.016,162.587,178.292,191.466,200.49,205.763,219.929,282.06,312.63,323.198,316.981,309.206,456.192,519.761,646.274,904.931,1000.122,767.976,699.017,761.419,866.129,749.277,762.571,777.611,919.715,1028.599,1028.371,1186.213,1457.891,1545.934,1705.095,2038.819,2164.129,2159.888,1910.924,1899.185,2118.514,2314.095,2017.193,1757.926,1878.538,2325.411,2374.316,2797.772,2766.389,2930.017,3528.791,3506.601,3543.516,3582.44,3921.057,3912.232,4505.257,5470.098,5581.656,5958.982,6248.107,6586.586
BEL.1.0.99.0.UKCT,BEL,1.0,0.0,99.0,0.0,UKCT,Belgium,"05 Consumption of fixed capital, total economy",Consumption of fixed capital at current prices: total economy ,Mrd ECU/EUR,1.9513,2.0102,2.1206,2.3004,2.5424,2.7382,2.9481,3.1776,3.5218,3.8995,4.462,4.817,5.5261,6.1907,7.7041,8.5352,9.8091,11.7459,12.86,13.7883,14.0764,15.2557,15.1877,15.803,16.538,17.6642,18.5608,19.4238,19.9262,21.492,23.311,25.039,26.985,29.2111,31.3505,34.3267,35.2748,35.86,37.5426,40.1147,42.614,44.8005,46.4591,49.1549,51.4708,54.3627,58.1874,61.6751,65.9762,64.0748,66.6021,69.677,72.3413,74.0451,75.109,77.056,78.9119,82.5804,85.8805,89.5285,92.639,97.9364,108.0359,115.2537,119.7181,123.9729,128.3133
BGR.1.0.99.0.UKCT,BGR,1.0,0.0,99.0,0.0,UKCT,Bulgaria,"05 Consumption of fixed capital, total economy",Consumption of fixed capital at current prices: total economy ,Mrd ECU/EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5613,0.50927,1.2288,0.83229,0.8744,0.63629,0.60871,1.34653,1.50869,1.83205,2.00946,2.30606,2.68518,2.92433,3.41978,3.84307,4.41265,4.57988,5.28111,5.83214,5.91979,5.8419,5.73786,6.31889,6.52101,6.88235,7.2975,7.73736,8.21115,8.56582,9.43809,11.31743,12.63477,13.05958,13.65813,14.26667
CZE.1.0.99.0.UKCT,CZE,1.0,0.0,99.0,0.0,UKCT,Czechia,"05 Consumption of fixed capital, total economy",Consumption of fixed capital at current prices: total economy ,Mrd ECU/EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.20696,9.3532,10.32107,11.62718,12.68739,13.85639,14.39217,15.96807,17.64804,20.00627,20.29133,21.31285,23.52723,25.95964,28.66148,33.92741,32.85633,34.81306,36.209,35.77743,35.17767,34.34634,35.99587,37.65555,40.35029,43.54384,46.7864,48.8965,55.10171,64.18193,69.78059,69.20865,71.59058,74.28809
DNK.1.0.99.0.UKCT,DNK,1.0,0.0,99.0,0.0,UKCT,Denmark,"05 Consumption of fixed capital, total economy",Consumption of fixed capital at current prices: total economy ,Mrd ECU/EUR,0.75794,0.84755,0.94272,1.05777,1.16695,1.32404,1.47673,1.62389,1.72303,1.89907,2.13885,2.38254,2.71148,3.15952,3.89653,4.52822,5.27672,5.84975,6.29051,6.80528,7.23398,8.17173,8.86835,9.82121,10.66203,11.65341,12.43754,13.47759,14.49371,15.58448,17.10757,18.22638,19.26024,20.6141,21.76122,23.30487,24.02281,25.22045,26.16431,27.68361,28.85059,30.70048,32.29008,33.64464,34.9653,35.96371,37.45427,39.92473,43.89234,42.08849,43.06274,43.5181,44.6498,44.70131,44.79583,45.33098,46.85791,48.19746,49.92079,52.70662,54.34363,56.99333,62.73782,69.07468,71.92907,74.56745,77.28268
DEU.1.0.99.0.UKCT,DEU,1.0,0.0,99.0,0.0,UKCT,Germany,"05 Consumption of fixed capital, total economy",Consumption of fixed capital at current prices: total economy ,Mrd ECU/EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.5134,259.0148,288.4995,302.6057,324.5002,326.3315,325.3079,332.3937,345.41,360.13,371.586,379.073,382.615,389.869,396.863,407.349,428.08,445.888,456.604,466.434,482.576,499.827,514.68,530.276,546.896,563.28,586.638,616.307,646.001,668.166,710.786,797.043,857.986,884.6833,904.3323,919.0595
D_W.1.0.99.0.UKCT,D_W,1.0,0.0,99.0,0.0,UKCT,West Germany,"05 Consumption of fixed capital, total economy",Consumption of fixed capital at current prices: total economy ,Mrd ECU/EUR,6.2054,7.3345,8.5018,9.5253,10.6061,11.7903,13.0044,13.8176,15.186,16.8394,21.1821,24.839,27.9856,33.8403,40.4776,44.5183,51.5171,58.365,65.33,72.8986,80.6829,88.0859,99.4794,109.3545,117.1168,122.7884,133.6242,142.368,148.7426,158.3541,172.929,189.588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST.1.0.99.0.UKCT,EST,1.0,0.0,99.0,0.0,UKCT,Estonia,"05 Consumption of fixed capital, total economy",Consumption of fixed capital at current prices: total economy ,Mrd ECU/EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.295885,0.379184,0.519799,0.591831,0.656215,0.720029,0.8132,0.9028,1.0416,1.1441,1.2673,1.4459,1.6332,1.9212,2.2648,2.4836,2.5138,2.5246,2.6476,2.8481,3.12,3.2199,3.4386,3.5189,3.7684,4.0754,4.4733,4.6505,5.0192,5.847,6.3942,7.206532,7.699112,8.219375
IRL.1.0.99.0.UKCT,IRL,1.0,0.0,99.0,0.0,UKCT,Ireland,"05 Consumption of fixed capital, total economy",Consumption of fixed capital at current prices: total economy ,Mrd ECU/EUR,0.1327,0.1481,0.1704,0.1931,0.2138,0.2377,0.2558,0.2808,0.2943,0.3568,0.3913,0.448,0.508,0.5291,0.6221,0.6687,0.7823,0.9458,1.2227,1.4739,1.8902,2.0803,2.4479,2.6411,2.7177,2.9782,3.1752,3.2862,3.4439,3.831,4.2519,4.6324,4.9284,5.061,5.6826,6.162,6.8995,8.1995,9.0376,10.6389,12.5731,14.2153,15.7959,17.6921,19.7776,22.8084,26.7023,27.3452,25.9824,24.333,24.1019,24.0909,25.694,28.3125,31.9144,60.7416,69.3854,78.1369,84.8104,92.1124,106.8473,112.4351,122.0019,128.2569,132.1589,130.4656,132.0134
GRC.1.0.99.0.UKCT,GRC,1.0,0.0,99.0,0.0,UKCT,Greece,"05 Consumption of fixed capital, total economy",Consumption of fixed capital at current prices: total economy ,Mrd ECU/EUR,0.32659,0.35276,0.40892,0.45087,0.50474,0.57409,0.6647,0.74353,0.85024,0.96804,1.1453,1.3156,1.49469,1.79049,2.32259,2.53245,3.13237,3.73664,4.20391,4.91188,5.31564,6.30898,7.30232,7.70412,8.27564,8.51087,8.20666,8.17869,8.9095,9.87152,10.33784,11.39888,12.21152,12.65454,13.52069,14.62504,15.92567,17.1634,17.7766,19.63343,20.76766,22.43044,24.36657,26.14314,27.80009,28.95113,31.54741,33.95857,36.79803,38.09721,37.82717,36.00578,34.29511,32.52091,30.73832,29.45522,28.51077,27.97269,27.56638,26.95947,26.53958,26.86244,28.34436,29.50859,29.99792,30.63962,31.61941
